Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
00800490062;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/04/2022;PPG INDUSTRIES ITALIA S.R.L.;35011;CAMPODARSEGO;;;;20.3;Industrie chimiche, plastiche e farmaceutiche;VIA CARDINAL REZZONICO, 11, 35011 CAMPODARSEGO PD;;;;;;;;;;
04777960289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/01/2014;PUCCINI INTERIORS S.R.L.;35011;CAMPODARSEGO;3-9;;FABBRICAZIONE DI POLTRONE E DIVANI;31.09.3;Industrie del legno, dell'arredo e della carta;VIA STRAELLE, 91, 35011 CAMPODARSEGO PD;https://www.pucciniinteriors.com/;divani, ambra, jesolo, testata, sommier, letto, letti, collezioni, oliver, levico, genio, newton, contemporanei, dallas, classici, divano, contract, poltrone, casa, poltroncine, lady, giulietta, amsterdam, marlengo, testate, divani contemporanei, divani classici, divani letto, collezioni contract, collezioni casa;True;de, en, it;;;;;;
02450200288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/04/1991;PUNTO PIUMA S.R.L.;35011;CAMPODARSEGO;10-49;049/9200639;PRODUZIONE IMBOTTITI DI PIUMA PER L'ARREDAMENTO (DAL 02.11.2004) LAVORAZIONE DI PIUMA PER IL SETTORE IMBOTTITI DI MATERIALE ESPANSO (DAL 04/04/1991).;31.09.3;Industrie del legno, dell'arredo e della carta;VIA BASSA PRIMA, 133/B, 35011 CAMPODARSEGO PD;https://www.puntopiuma.it/;piuma, produzione, prodotti, puntopiuma, prodotto, imbottiti, piumino, padova, visita, vedere, bassa, linkness, reschigliano, campodarsego, finito, settings, tessuto, tessuti, fibra, imbottitura, anatra, oca, taglio, arredamento, materiali, vedere prodotto, reschigliano campodarsego, piuma piumino, prodotto finito, imbottiti piuma;False;en, it;;;;;;
05353200289;SEDE;IMPRESA INDIVIDUALE;;23/02/2021;RAMUSHOME DI ALESSANDRA FAVARETTI;35011;CAMPODARSEGO;0-2;;FABBRICAZIONE DI MOBILI PER ARREDO DOMESTICO CON ACCESSORI E RIFINITURE;31.09.1;Industrie del legno, dell'arredo e della carta;VIA STRAELLE, 96, 35011 CAMPODARSEGO PD;https://www.ramushome.it/;doido, sedia, ramushome, carrello, design, foresta, designer, negozio, oro, intaglio, colore, sostenibile, base, modello, favaretti, alessandra, vision, cassa, tag, commento, sostenibilita, lascia, prodotti, pubblicato, leggere, sedia doido, doido modello, alessandra favaretti, design sostenibile, doido colore;;it;https://www.facebook.com/RAMUShome;;;https://www.youtube.com/channel/UC6RJqjAbQioqx1s45Crftqw;;https://www.instagram.com/ramushome/
03510740289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;22/03/2000;RE.PACK S.R.L.;35011;CAMPODARSEGO;3-9;;PRODUZIONE - TRASFORMAZIONE POLISTIROLO E MATERIE PLASTICHE (DALL'01/4/2000).;22.2;Industrie chimiche, plastiche e farmaceutiche;VIA ANTONIANA, 108/A, 35011 CAMPODARSEGO PD;https://www.re-pack.it/it/;casseforme, box, shutter, isolanti, pannelli, prefabbricate, imballaggi, field, required, benessere, eventi, cornici, termici, termoisolanti, acustici, scale, alleggerite, colonne, polistirolo, uzz, pc, cd, termico, architettura, eliminazione, shutter box, required field, prefabbricate alleggerite, cornici prefabbricate, isolanti acustici;True;es, hr, de, it, en, fr;https://www.facebook.com/re.packisolamentitermici/;;https://www.linkedin.com/company/re-pack/;https://www.youtube.com/user/isonduline;;https://www.instagram.com/re.pack_srl/?hl=it
00847990280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/04/1979;R.F. SRL;35011;CAMPODARSEGO;10-49;049/9217083;COSTRUZIONE DI SERRAMENTI METALLICI (DAL 24.4.1979), CARPENTERIA METALLICA IN GENERE (DAL 11.7.1988).;25.12.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOTTE, 30/32, 35011 CAMPODARSEGO PD;;;;;;;;;;
05320950289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;19/10/2020;R.F. TECHNOLOGY S.R.L.;35011;CAMPODARSEGO;10-49;;FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOTTE, 30, 35011 CAMPODARSEGO PD;https://www.carpenteria-rf.it/;essential, campodarsego, functionalities, stored, consent, function, botte, lavorazioni, parco, macchine, scarico, taglio, rf, dimensioni, contenitore, prodotto, sgancio, maniglione, ergonomico, basculante, colore, ribaltamento, spostamento, eco, contenitori, parco macchine, ribaltamento contenitore, basculante ribaltabile, contenitore maniglione, sgancio ribaltamento;True;en, it;;;;;;
04289370282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;29/06/2015;RIVER SYSTEMS S.R.L.;35011;CAMPODARSEGO;10-49;;PRODUZIONE DI MACCHINE PER L'AGRICOLTURA E LA ZOOTECNICA (DAL 29/06/2015);28.30.9;Industrie meccaniche, metallurgiche ed elettroniche;VIA PONTAROLA, 15/A, 35011 CAMPODARSEGO PD;https://www.riversystems.it/it/;nidi, abbeveratoi, river, systems, maurizio, arduin, chiediloallesperto, consent, prodotti, consigli, mangiatoie, eleonora, torresin, incubatrici, influencer, recinto, spiumatrici, uova, frontale, pollaio, functionalities, essential, stored, settings, function, river systems, maurizio arduin, chiediloallesperto maurizio, eleonora torresin, nido deposizione;True;es, de, it, en, fr;https://www.facebook.com/RiverSystemSrl;;https://www.linkedin.com/company/river-systems-srl;https://www.youtube.com/user/riversystems;;https://www.instagram.com/riversystems/
05288800286;SEDE;IMPRESA INDIVIDUALE;;04/05/2020;RIZZI BEATRICE;35011;CAMPODARSEGO;3-9;;FABBRICAZIONE DI PULLOVER, CARDIGAN ED ALTRI ARTICOLI SIMILI A MAGLIA;14.39;Industrie tessili e di abbigliamento;VIA MARCONI, 45, 35011 CAMPODARSEGO PD;;;;;;;;;;
04278620283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/03/2008;RIZZO 2 S.R.L.;35011;CAMPODARSEGO;10-49;;PRODUZIONE DI CARPENTERIA LEGGERA IN LAMIERA (DAL 01/01/2009);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA FRATTINA, 46, 35011 CAMPODARSEGO PD;https://www.rizzo-carpenteria.com/it/;stampa, rizzo, prototipazione, carpenteria, lavorazioni, supercar, fibra, benvenuti, telai, industriali, cna, metallica, assemblaggio, prodotti, frattina, campodarsego, pla, novara, carbonio, futuristica, incontro, innovative, stampanti, professionali, vercelli, telai supercar, carpenteria metallica, prototipazione stampa, frattina campodarsego, fibra carbonio;True;en, it;https://www.facebook.com/pages/Rizzo-2-Srl/241144879355374;;https://www.linkedin.com/company/74977653/;https://www.youtube.com/channel/UCSHbjVZE67T_JkG8AyHTtug;;
04435460284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/12/2009;ROMITAL S.R.L.;35011;CAMPODARSEGO;10-49;;FABBRICAZIONE DI POLTRONE E DIVANI;31.09.3;Industrie del legno, dell'arredo e della carta;VIA OLMO, 4, 35011 CAMPODARSEGO PD;;;;;;;;;;
02623750284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/08/1995;ROZZATO MECCANICA DI ROZZATO URBANO & C. S.A.S.;35011;CAMPODARSEGO;3-9;049/5565195;LAVORAZIONI MECCANICHE DI PRECISIONE IN GENERE, FRESATURA, TORNITURA, FORATURA, ASSEMBLAGGIO (DAL 01.10.1998);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOGA, 129, 35011 CAMPODARSEGO PD;;;;;;;;;;
05270840282;SEDE;IMPRESA INDIVIDUALE;;18/02/2020;ROZZATO STEFANO;35011;CAMPODARSEGO;0-2;049/5565109;REALIZZAZIONE E RIPARAZIONE INFISSI INTERNI ED ESTERNI ED ACCESSORI COSTRUZIONE E RIPARAZIONE DI MOBILI;16.23.1;Industrie del legno, dell'arredo e della carta;VIA PIOGA, 135, 35011 CAMPODARSEGO PD;;;;;;;;;;
04159320284;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/01/2007;RTM SNC DI MARETTO NICOLA & C.;35011;CAMPODARSEGO;0-2;;COSTRUZIONE DI STAMPI ED ATTREZZATURE MECCANICHE (DAL 01/08/2008);25.73.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOGA, 128, 35011 CAMPODARSEGO PD;https://rtm-stampi.com/;stampi, costruzione, rtm, campodarsego, piace, rapida, prototipazione, realizzazioni, progettazione, caricamento, obbligatorio, reverse, mould, pioga, idee, realizziamo, progettiamo, nicola, maretto, padova, copia, blogger, segnala, clic, scrivi, costruzione stampi, prototipazione rapida, progettazione reverse, pioga campodarsego, rtm mould;True;en, it;https://www.facebook.com/RtmSnc/;;;;;https://www.instagram.com/rtm_stampi/
01131320283;SEDE;SOCIETA' IN NOME COLLETTIVO;;24/12/1984;RU.PI. S.N.C. DI RUFFATO LUIGI E C.;35011;CAMPODARSEGO;0-2;049/5565504;LAVORI DI MECCANICA GENERALE - ULTERIORI SPECIFICHE: LAVORAZIONE FERRO, METALMECCANICA IN GENERE.;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA S. FRANCESCO, 9, 35011 CAMPODARSEGO PD;;;;;;;;;;
05438950288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;03/02/2022;SA.-FI. SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35011;CAMPODARSEGO;;;FABBRICAZIONE DI ALTRI ARTICOLI DA VIAGGIO, BORSE E SIMILI, PELLETTERIA E SELLERIA ULTERIORI SPECIFICHE: PARTI DI ARTICOLI DA VIAGGIO, BORSE E PICCOLA PELLETTERIA, CONTO TERZI;15.12.09;Industrie tessili e di abbigliamento;VIA CROCE, 56, 35011 CAMPODARSEGO PD;;;;;;;;;;
04778840282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;23/01/2014;SA.FI SRL;35011;CAMPODARSEGO;0-2;;LAVORI DI MECCANICA GENERALE;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA G. VISENTINI, 22, 35011 CAMPODARSEGO PD;;;;;;;;;;
04778840282;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;23/01/2014;SA.FI SRL;35010;LOREGGIA;0-2;;LAVORI DI MECCANICA GENERALE (DAL 23/01/2014);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO, 18B, 35010 LOREGGIA PD;;;;;;;;;;
02433840283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;11/02/1991;SAOMAD 2 S.R.L.;35011;CAMPODARSEGO;10-49;049/9200977;PRODUZIONE E ASSEMBLAGGIO DI MACCHINE UTENSILI PER LA LAVORAZIONE DEL LEGNO;28.49.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA FRATTINA, 58, 35011 CAMPODARSEGO PD;https://www.saomad.com/;woodpecker, legno, macchine, saomad, angolari, tenonatrici, tracciamento, strumento, trattamento, serramenti, software, mirai, optima, kairos, eventi, edilizia, prodotti, produzione, widget, lavorazione, pezzi, supporto, base, relativi, materiali, strumento tracciamento, serramenti legno, woodpecker mirai, macchine serramenti, woodpecker optima;True;de, en, it, fr;;;https://www.linkedin.com/company/saomad-2-s-r-l-/about/;https://www.youtube.com/user/saomad2srl;;
04815080280;SEDE;IMPRESA INDIVIDUALE;;30/05/2014;SAPONARO NICOLETTA;35011;CAMPODARSEGO;0-2;;PANIFICIO;10.71.1;Industrie alimentari, delle bevande e del tabacco;VIA S. PIO X, 7, 35011 CAMPODARSEGO PD;;;;;;;;;;
04907860284;SEDE;IMPRESA INDIVIDUALE;;18/06/2015;SARTI ROSSELLA;35011;CAMPODARSEGO;0-2;;PRODUZIONE DI PASTICCERIA FRESCA;10.71.2;Industrie alimentari, delle bevande e del tabacco;VIA LOVATI, 50/1, 35011 CAMPODARSEGO PD;;;;;;;;;;
04981930284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/04/2016;SB LUXURY S.R.L.;35011;CAMPODARSEGO;3-9;;FABBRICAZIONE DI OGGETTI DI GIOIELLERIA ED OREFICERIA IN METALLI PREZIOSI O RIVESTITI DI METALLI PREZIOSI (DAL 30.06.2016);32.12.1;Altre industrie manifatturiere;VIA OLMO, 26, 35011 CAMPODARSEGO PD;;;;;;;;;;
00044540284;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/11/1993;SCALIFICIO LASI DI SARTI MICHELA E C. S.N.C.;35011;CAMPODARSEGO;0-2;049/9217090;FABBRICAZIONE DI STRUTTURE METALLICHE PER LE COSTRUZIONI;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOTTE, 6, 35011 CAMPODARSEGO PD;https://www.scalificiolasi.it/;scale, alluminio, ponteggi, scala, lasi, scalificio, ladder, aerial, alp, platforms, prodotti, ponteggio, fabbrica, cp, vetroresina, legno, agricoltura, fzr, allungabili, gradini, ricerca, alto, reschigliano, padova, protected, scale alluminio, scalificio lasi, aerial ladder, platforms alp, ladder platforms;True;en, it;;;;;;
03547470280;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;AMMINISTRAZIONE@SCAPINPREFABBRICATI.COM;28/06/2000;SCAPIN PREFABBRICATI S.A.S. DI SCAPIN DANIELE & C.;35011;CAMPODARSEGO;0-2;049/5564686;PRODUZIONE DI PRODOTTI PREFABBRICATI E COMPRESSI PER L'EDILIZIA;23.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA DE TONI, 48, 35011 CAMPODARSEGO PD;https://scapinprefabbricatipadova.it/;prefabbricati, scapin, padova, garage, case, prefabbricate, capannoni, coperture, campodarsego, toni, sistema, copertura, quadra, poter, rovescio, daniele, compila, categorie, accettare, natura, agricoli, inviare, pubblicato, devi, letto, scapin prefabbricati, prefabbricati padova, case prefabbricate, capannoni prefabbricati, garage prefabbricati;True;it;https://www.facebook.com/Scapin-Prefabbricati-111620617001116/;;;;;
03381420284;SEDE;IMPRESA INDIVIDUALE;;25/01/1999;SCATOLIFICIO RIVIERA DI BRUGNOLO MATTEO;35011;CAMPODARSEGO;0-2;049/9217017; FABBRICAZIONE DI SCATOLE, TRASFORMAZIONE DI CARTONE ONDULATO IN SCATOLA (DAL 04.01.1999);17.21;Industrie del legno, dell'arredo e della carta;VIA CA' PONTE, 19, 35011 CAMPODARSEGO PD;https://scatolificioriviera.it/;brugnolo, scatolificio, matteo, riviera, campodarsego, cartone, prodotti, scatole, ambiente, produzione, specializzata, ondulato, imballaggi, padova, ponte, numero, principale, fisc, brgmtt, interfalde, associazione, categoria, rendere, imballo, nazionali, riviera brugnolo, scatolificio riviera, brugnolo matteo, specializzata produzione, cartone ondulato;True;it;;;;;;
03940370285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;17/08/2004;SERMEN DRINKING S.R.L.;35011;CAMPODARSEGO;10-49;;PRODUZIONE SACCHETTI IN TESSUTO, BORSE, NASTRI, ED ALTRI PRODOTTI TESSILI (DAL 15.12.2004);13.92.2;Industrie tessili e di abbigliamento;VIA F. SEVERI, 6/8, 35011 CAMPODARSEGO PD;https://sermendrinking.com/;valutato, creazioni, particolari, materiale, plastico, tessuti, metallo, wine, mestiere, arnesi, borse, drinking, sermen, bicchieri, calici, cart, mare, teli, secchielli, spumantiere, paralumi, calice, flute, vino, tracolle, creazioni particolari, materiale plastico, arnesi mestiere, sermen drinking, calici bicchieri;True;it;;;;;;
04203260288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;INFO@SERRIS.IT;03/05/2007;SERRIS ITALIA S.R.L.;35011;CAMPODARSEGO;10-49;;PRODUZIONE DI PASTE ALIMENTARI SURGELATE, FARCITE O MENO, E DI PRODOTTI FARINACEI SIMILI;10.73;Industrie alimentari, delle bevande e del tabacco;VIA F. SEVERI, 5, 35011 CAMPODARSEGO PD;https://www.serris.it/;pizze, panini, impasti, precotte, forni, snack, pizza, basi, crudi, rotonde, romane, farciture, attrezzature, pala, sandwich, burger, pizzicotta, produzione, missione, ibuns, serris, casa, campodarsego, toggle, severi, pizze snack, panini pizze, impasti crudi, precotte rotonde, basi precotte;True;en, it;http://www.facebook.com/serrisitalia/;http://twitter.com/serris_italia;;;;https://www.instagram.com/serrisitalia/
00044500288;SEDE;SOCIETA' IN NOME COLLETTIVO;;09/11/1993;SETTIMO BRUNO & C. S.N.C.;35011;CAMPODARSEGO;0-2;049/5564665;ATTIVITA': FABBRO, PRODUZIONE CARPENTERIA LEGGERA E SERRAMENTI METALLICI (DAL 30.9.1993).;25.99.3;Industrie meccaniche, metallurgiche ed elettroniche;VIA PONTAROLA, 88, 35011 CAMPODARSEGO PD;;;;;;;;;;
05396580283;SEDE;IMPRESA INDIVIDUALE;;02/08/2021;SETTIMO MIRCO;35011;CAMPODARSEGO;0-2;338/3831362;FABBRICAZIONE DI OGGETTI IN FERRO, IN RAME ED ALTRI METALLI;25.99.3;Industrie meccaniche, metallurgiche ed elettroniche;;;;;;;;;;;
01678760982;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;25/11/2013;SIDERPADANA S.R.L.;35011;CAMPODARSEGO;;;;28.92.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIANA, 218/B, 35011 CAMPODARSEGO PD;;;;;;;;;;
04701200281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;16/01/2013;SIGILLO SRL;35011;CAMPODARSEGO;3-9;;PITTURA E DECORAZIONI IN GENERE;31.09.1;Industrie del legno, dell'arredo e della carta;VIA BASSA PRIMA, 145/B, 35011 CAMPODARSEGO PD;;;;;;;;;;
03964530285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/12/2004;SITEC R & T S.R.L.;35011;CAMPODARSEGO;3-9;049/5564503;LA PRODUZIONE DI MACCHINARI ED APPARECCHIATURE DI QUALSIASI GENERE RIVOLTE ALL'INDUSTRIA E ALL'ARTIGIANATO NONCHE' PARTI DI RICAMBIO, ACCESSORI, UTENSILI E COMPONENTISTICA IN GENERE RELATIVA AI BENI PRODOTTI (DAL 07/12/2004);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA PONTAROLA, 62/F, 35011 CAMPODARSEGO PD;;;;;;;;;;
03484830280;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;11/01/2000;SITEC-SISTEMI TECNOLOGICI S.A.S. DI MARANGON GILBERTO & C.;35011;CAMPODARSEGO;10-49;049/8875065;PROGETTAZIONE E COSTRUZIONE MACCHINARI, IMPIANTI, ATTREZZATURE SPECIALI;28.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA PONTAROLA, 62/C, 35011 CAMPODARSEGO PD;;;;;;;;;;
03484830280;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;01/07/2015;SITEC-SISTEMI TECNOLOGICI S.A.S. DI MARANGON GILBERTO & C.;35011;CAMPODARSEGO;10-49;;;28.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA PONTAROLA, 62/F, 35011 CAMPODARSEGO PD;;;;;;;;;;
05171150286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;30/10/2018;SKI MONTAGGI E MANUTENZIONI SRL;35011;CAMPODARSEGO;3-9;;PROGETTAZIONE, COSTRUZIONE ED INSTALLAZIONE DI IMPIANTI AUTOMATIZZATI DI FILTRAGGIO E DEPURAZIONE DELLE ACQUE PRESSO GLI STABILIMENTI DELLA CLIENTELA CON ESCLUSIONE DELLE ATTIVITA' DI CUI AL DM 37/2008;33.20.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA SAN GIACOMO, 2, 35011 CAMPODARSEGO PD;;;;;;;;;;
02385660283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/07/1990;SOBBERI S.A.S.  SOBBERI ENRICO & C.;35011;CAMPODARSEGO;10-49;049/9217033;FABBRICAZIONE DI POLTRONE E DIVANI;31.09.3;Industrie del legno, dell'arredo e della carta;VIA BOTTE, 14, 35011 CAMPODARSEGO PD;http://www.sobberi.it/;sobberi, creare, reschigliano, botte, persa, campodarsego, riceverai, inserisci, sobberi sobberi, riceverai creare, inserisci riceverai, reschigliano campodarsego, botte reschigliano;;it;;;;;;
04334760289;SEDE;IMPRESA INDIVIDUALE;;22/10/2008;SOFA' DESIGN DI SPINELLO FEDERICA;35011;CAMPODARSEGO;0-2;; FABBRICAZIONE DI POLTRONE E DIVANI (DAL 16.10.2008);31.09.3;Industrie del legno, dell'arredo e della carta;VIA FRATTINA, 44, 35011 CAMPODARSEGO PD;;;;;;;;;;
01134940285;SEDE;SOCIETA' IN NOME COLLETTIVO;;02/05/1984;SPECIAL - PAN S.N.C. DI BRIGATO STEFANO, PERUZZO GUGLIELMO & C.;35011;CAMPODARSEGO;3-9;049/5564173;ATTIVITA' ESERCITATA: PASTICCERIA E FORNO DA PANE, COMMERCIO AL MINUTO GENERI ALIMENTARI (DAL 30.6.1984);10.71.1;Industrie alimentari, delle bevande e del tabacco;VIA BASSA PRIMA, 158, 35011 CAMPODARSEGO PD;;;;;;;;;;
04920320282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/08/2015;SPECIAL BURNER & EQUIPMENT S.R.L.;35011;CAMPODARSEGO;3-9;;FABBRICAZIONE DI FORNI, FORNACI E BRUCIATORI;28.21.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA GALVANI, 9, 35011 CAMPODARSEGO PD;;;;;;;;;;
04597380288;SEDE;IMPRESA INDIVIDUALE;;18/10/2011;SRL SERVICE DI BENETTI LUCA;35011;CAMPODARSEGO;0-2;;RIPARAZIONE DI APPARECCHI E STRUMENTI PER ODONTOIATRIA;33.13.03;Industrie meccaniche, metallurgiche ed elettroniche;VIA PARPAIOLA, 5, 35011 CAMPODARSEGO PD;;;;;;;;;;
04597380288;UL;IMPRESA INDIVIDUALE;;15/11/2021;SRL SERVICE DI BENETTI LUCA;35011;CAMPODARSEGO;0-2;;;33.13.03;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIANA, 218 B, 35011 CAMPODARSEGO PD;;;;;;;;;;
04718610282;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;21/03/2013;STARKE SOCIETA' A RESPONSABILITA' LIMITATA A CAPITALE RIDOTTO IN LIQUIDAZIONE;35011;CAMPODARSEGO;0-2;;COSTRUZIONE DI STRUTTURE E PARTI ASSMEBLATE METALLICHE (DAL 21/03/2013);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA MEUCCI, 31, 35011 CAMPODARSEGO PD;;;;;;;;;;
02023130285;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/03/1986;STEFFANI ARREDAMENTI S.N.C. DI STEFFANI OLINDO & C.;35011;CAMPODARSEGO;0-2;049/5565507;;16.23.2;Industrie del legno, dell'arredo e della carta;VIA CALTANA, 308, 35011 CAMPODARSEGO PD;;;;;;;;;;
03781610286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;25/02/2003;STEFF.FER S.R.L.;35011;CAMPODARSEGO;3-9;;CARPENTERIA METALLICA (DAL 07.01.2003);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA FRATTINA, 48, 35011 CAMPODARSEGO PD;https://www.steff.fersrl.com/;steff, fer, taglio, certificazione, laser, scala, uni, plasma, soppalco, certificazioni, interna, formest, soppalchi, progettazione, metallica, controllo, carpenteria, scale, manutenzione, piegatura, produzione, cnc, fabbrica, francese, consulenza, steff fer, taglio laser, certificazione uni, laser plasma, scala interna;True;it;;;;;;
05173490284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;19/11/2018;STUDIOLASER SRL;35011;CAMPODARSEGO;10-49;;LAVORAZIONI CONTO TERZI DI LAMIERE, CARPENTERIA METALLICA E LAVORAZIONI MECCANICHE, PRODUZIONE DI BENI CONNESSI A TALI LAVORAZIONI;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA MARCELLO, 28, 35011 CAMPODARSEGO PD;;;;;;;;;;
03817670288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;08/04/2003;TECNO MOVINT S.R.L.;35011;CAMPODARSEGO;0-2;;RIPARAZIONE, MANUTENZIONE, TRASFORMAZIONE, DI CARRELLI ELEVATORI, VEICOLI ELETTRICI AD USO INDUSTRIALE, DI PIATTAFORME ED OGNI MACCHINARIO O APPARECCHIO NECESSARIO PER IL SOLLEVAMENTO E LA MOVIMENTAZIONE, CON L'ESCLUSIONE DI QUELLI RELATIVI AGLI EDIFICI ADIBITI AD USO CIVILE O AD ALTRI USI;33.12.3;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMIATI, 9, 35011 CAMPODARSEGO PD;;;;;;;;;;
03589500283;UL;SOCIETA' PER AZIONI;;01/09/2012;TECNODOM S.P.A.;35011;CAMPODARSEGO;250+;;COSTRUZIONE DI APPARECCHIATURE ELETTRONICHE, ELETTROMECCANICHE, ELETTROTECNICHE E DI REFRIGERAZIONE INDUSTRIALE, FABBRICAZIONE E INSTALLAZIONE DI ATTREZZATURE PER LA REFRIGERAZIONE E VENTILAZIONE, RIPARAZIONE ATTREZZATURE PER LA REFRIGERAZIONE E VENTILAZIONE, FABBRICAZIONE ED INSTALLAZIONE MACCHINE PER LA LAVORAZIONE DI PRODOTTI ALIMENTARI, COMPRESI PARTI ED ACCESSORI E LORO INSTALLAZIONE, MANUTENZIONE E RIPARAZIONE (DAL 01/09/2012);28.25;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOTTE, 40, 35011 CAMPODARSEGO PD;https://www.tecnodomspa.com/;perfekt, nerone, vulcano, stromboli, porte, refrigerati, lux, tavolo, salina, hot, evokl, evo, linea, digital, tavoli, pizza, saladette, sc, evok, acqua, espositori, mechanical, eko, mid, produzione, evokl porte, tavolo perfekt, espositori refrigerati, nerone mid, lux hot;True;en, it;https://www.facebook.com/tecnodomspa/;;;https://www.youtube.com/channel/UCejDqYoyc3FnEXMO5LEbV1A;;
03589500283;UL;SOCIETA' PER AZIONI;;01/10/2014;TECNODOM S.P.A.;35011;CAMPODARSEGO;250+;;TRATTAMENTO E RIVESTIMENTO DEI METALLI (DAL 01/11/2014);25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA BASSA PRIMA, 85, 35011 CAMPODARSEGO PD;https://www.tecnodomspa.com/;perfekt, nerone, vulcano, stromboli, porte, refrigerati, lux, tavolo, salina, hot, evokl, evo, linea, digital, tavoli, pizza, saladette, sc, evok, acqua, espositori, mechanical, eko, mid, produzione, evokl porte, tavolo perfekt, espositori refrigerati, nerone mid, lux hot;True;en, it;https://www.facebook.com/tecnodomspa/;;;https://www.youtube.com/channel/UCejDqYoyc3FnEXMO5LEbV1A;;
02226990287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/12/1988;TECNOERRE S.R.L.;35011;CAMPODARSEGO;3-9;049/8876148;OPIFICIO, LAVORAZIONI MECCANICHE;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA FRATTINA, 46, 35011 CAMPODARSEGO PD;https://tecnoerre-srl.com/;taglio, laser, ferro, alluminio, inossidabile, tubi, bystronic, tecnologia, lavorazione, commenti, recenti, lavorazioni, tecnoerre, ottone, acciao, feed, rame, acciaio, registra, dimenticata, zangrossi, diverse, aspetta, ricordo, cadoneghe, taglio laser, taglio ferro, laser inossidabile, laser bystronic, tubi taglio;True;en, it;;;;;;
